ORDERED_DATE,CITY,AREA_NAME,STORE_ID,L1_CATEGORY,L2_CATEGORY,L3_CATEGORY,instamart_name,VARIANT,instamart_identifier,COMBO,COMBO_ITEM_CODE,COMBO_UNITS_SOLD,BASE_MRP,UNITS_SOLD,GMV
01/04/2025,Faridabad,nit,1393826,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali aam panna instant drink mix 50 g (10 g x 5 sachets),50 g,104520,No,,,55,9,495
01/04/2025,Kochi,kaloor,1404578,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali aam panna instant drink mix 50 g (10 g x 5 sachets),50 g,104520,Yes,89043,1,55,7,385
01/04/2025,Ahmedabad,sg highway,1401006,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali jaljeera instant drink mix 50 g (10 g x 5 sachets),50 g,828065,No,,,55,9,495
01/04/2025,Lucknow,hazratganj,1399004,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali jaljeera instant drink mix 50 g (10 g x 5 sachets),50 g,828065,Yes,89043,1,55,17,935
01/04/2025,Gurgaon,jalvayu towers,1402609,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali jaljeera instant drink mix 50 g (10 g x 5 sachets),50 g,828065,Yes,880235,1,55,10,550
01/04/2025,Agra,civil lines,1401076,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali jaljeera instant drink mix 50 g (10 g x 5 sachets),50 g,828065,No,,,55,7,385
01/04/2025,Kochi,kaloor,1404578,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali jaljeera instant drink mix 50 g (10 g x 5 sachets),50 g,828065,No,,,55,13,715
01/04/2025,Jaipur,malviya nagar,1398003,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali jaljeera instant drink mix 50 g (10 g x 5 sachets),50 g,828065,No,,,55,7,385
01/04/2025,Chennai,royapettah,1400603,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali jaljeera instant drink mix 50 g (10 g x 5 sachets),50 g,828065,No,,,55,23,1265
01/04/2025,Central Goa,calangute,1392082,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali jaljeera instant drink mix 50 g (10 g x 5 sachets),50 g,828065,No,,,55,9,495
01/04/2025,Kolkata,salt lake,1400005,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali jaljeera instant drink mix 50 g (10 g x 5 sachets),50 g,828065,No,,,55,17,935
01/04/2025,Pune,koregaon park,1396001,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali jaljeera instant drink mix 50 g (10 g x 5 sachets),50 g,828065,No,,,55,9,495
01/04/2025,Noida,shalimar garden,1401468,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali jaljeera instant drink mix 50 g (10 g x 5 sachets),50 g,828065,No,,,55,10,550
01/04/2025,Mumbai,andheri west,1395000,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara ghar wali jaljeera instant drink mix 50 g (10 g x 5 sachets),50 g,828065,No,,,55,23,1265
01/04/2025,Kochi,kaloor,1404578,summer drinks and snacks,snacks and branded foods,snacks,"jaldhara masala roasted makhana whole wheat crisps, travel friendly snacks, summer snacks (35 grams x pack of 3)",105 g,991767,No,,,140,6,840
01/04/2025,Noida,shalimar garden,1401468,summer drinks and snacks,snacks and branded foods,snacks,"jaldhara masala roasted makhana whole wheat crisps, travel friendly snacks, summer snacks (35 grams x pack of 3)",105 g,991767,No,,,140,5,700
01/04/2025,Ahmedabad,sg highway,1401006,summer drinks and snacks,snacks and branded foods,snacks,"jaldhara masala roasted makhana whole wheat crisps, travel friendly snacks, summer snacks (35 grams x pack of 3)",105 g,991767,No,,,140,6,840
01/04/2025,Gurgaon,jalvayu towers,1402609,summer drinks and snacks,snacks and branded foods,snacks,"jaldhara masala roasted makhana whole wheat crisps, travel friendly snacks, summer snacks (35 grams x pack of 3)",105 g,991767,No,,,140,13,1820
01/04/2025,Delhi,dwarka 2,1401649,summer drinks and snacks,snacks and branded foods,snacks,"jaldhara masala roasted makhana whole wheat crisps, travel friendly snacks, summer snacks (35 grams x pack of 3)",105 g,991767,No,,,140,13,1820
01/04/2025,Kolkata,salt lake,1400005,summer drinks and snacks,snacks and branded foods,snacks,"jaldhara masala roasted makhana whole wheat crisps, travel friendly snacks, summer snacks (35 grams x pack of 3)",105 g,991767,No,,,140,11,1540
01/04/2025,Agra,civil lines,1401076,summer drinks and snacks,snacks and branded foods,snacks,"jaldhara masala roasted makhana whole wheat crisps, travel friendly snacks, summer snacks (35 grams x pack of 3)",105 g,991767,No,,,140,6,840
01/04/2025,Bhopal,mp nagar,1399345,summer drinks and snacks,snacks and branded foods,snacks,"jaldhara masala roasted makhana whole wheat crisps, travel friendly snacks, summer snacks (35 grams x pack of 3)",105 g,991767,Yes,89043,1,140,9,1260
01/04/2025,Central Goa,calangute,1392082,summer drinks and snacks,snacks and branded foods,snacks,"jaldhara masala roasted makhana whole wheat crisps, travel friendly snacks, summer snacks (35 grams x pack of 3)",105 g,991767,No,,,140,5,700
01/04/2025,Bengaluru,koramangala,1397002,summer drinks and snacks,snacks and branded foods,snacks,"jaldhara masala roasted makhana whole wheat crisps, travel friendly snacks, summer snacks (35 grams x pack of 3)",105 g,991767,No,,,140,12,1680
01/04/2025,Chennai,avadi,1401467,summer drinks and snacks,snacks and branded foods,snacks,"jaldhara masala roasted makhana whole wheat crisps, travel friendly snacks, summer snacks (35 grams x pack of 3)",105 g,991767,No,,,140,10,1400
01/04/2025,Jaipur,malviya nagar,1398003,summer drinks and snacks,snacks and branded foods,snacks,"jaldhara masala roasted makhana whole wheat crisps, travel friendly snacks, summer snacks (35 grams x pack of 3)",105 g,991767,No,,,140,4,560
01/04/2025,Chennai,royapettah,1400603,summer drinks and snacks,snacks and branded foods,snacks,"jaldhara masala roasted makhana whole wheat crisps, travel friendly snacks, summer snacks (35 grams x pack of 3)",105 g,991767,No,,,140,11,1540
01/04/2025,Gurgaon,dlf phase 4,762551,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,Yes,743563,1,149,10,1490
01/04/2025,Bengaluru,koramangala,1397002,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,Yes,743563,1,149,10,1490
01/04/2025,Kolkata,salt lake,1400005,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,Yes,89043,1,149,13,1937
01/04/2025,Mumbai,andheri west,1395000,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,No,,,149,14,2086
01/04/2025,Hyderabad,madhapur,737088,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,No,,,149,8,1192
01/04/2025,Chennai,avadi,1401467,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,No,,,149,10,1490
01/04/2025,Delhi,dwarka 2,1401649,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,No,,,149,13,1937
01/04/2025,Pune,koregaon park,1396001,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,No,,,149,5,745
01/04/2025,Lucknow,hazratganj,1399004,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,No,,,149,10,1490
01/04/2025,Agra,civil lines,1401076,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,Yes,880235,1,149,6,894
01/04/2025,Ahmedabad,sg highway,1401006,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,No,,,149,9,1341
01/04/2025,Bhopal,mp nagar,1399345,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,Yes,743563,1,149,10,1490
01/04/2025,Gurgaon,jalvayu towers,1402609,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,No,,,149,8,1192
01/04/2025,Chennai,royapettah,1400603,summer drinks and snacks,tea,tea premix,jaldhara gur shikanji premix - regular sugar instant jaggery lemonade premix (12 g x 15 sachets) 180 g,180 g,191417,No,,,149,16,2384
01/04/2025,Kolkata,salt lake,1400005,summer drinks and snacks,snacks and branded foods,snacks,jaldhara methi mathri summer snack ready to eat mathri snacks mini methi mathri (35 grams x pack of 3),105 g,447591,No,,,120,8,960
01/04/2025,Bengaluru,koramangala,1397002,summer drinks and snacks,snacks and branded foods,snacks,jaldhara methi mathri summer snack ready to eat mathri snacks mini methi mathri (35 grams x pack of 3),105 g,447591,No,,,120,13,1560
01/04/2025,Faridabad,nit,1393826,summer drinks and snacks,snacks and branded foods,snacks,jaldhara methi mathri summer snack ready to eat mathri snacks mini methi mathri (35 grams x pack of 3),105 g,447591,No,,,120,5,600
01/04/2025,Ahmedabad,sg highway,1401006,summer drinks and snacks,snacks and branded foods,snacks,jaldhara methi mathri summer snack ready to eat mathri snacks mini methi mathri (35 grams x pack of 3),105 g,447591,No,,,120,5,600
01/04/2025,Delhi,dwarka 2,1401649,summer drinks and snacks,snacks and branded foods,snacks,jaldhara methi mathri summer snack ready to eat mathri snacks mini methi mathri (35 grams x pack of 3),105 g,447591,No,,,120,8,960
01/04/2025,Chandigarh,south mohali,1403831,summer drinks and snacks,snacks and branded foods,snacks,jaldhara methi mathri summer snack ready to eat mathri snacks mini methi mathri (35 grams x pack of 3),105 g,447591,No,,,120,8,960
01/04/2025,Noida,shalimar garden,1401468,summer drinks and snacks,snacks and branded foods,snacks,jaldhara methi mathri summer snack ready to eat mathri snacks mini methi mathri (35 grams x pack of 3),105 g,447591,Yes,12312,1,120,4,480
01/04/2025,Hyderabad,kharkhana & trimulgherry,1393828,summer drinks and snacks,snacks and branded foods,snacks,jaldhara methi mathri summer snack ready to eat mathri snacks mini methi mathri (35 grams x pack of 3),105 g,447591,No,,,120,18,2160
01/04/2025,Bhopal,mp nagar,1399345,summer drinks and snacks,snacks and branded foods,snacks,jaldhara methi mathri summer snack ready to eat mathri snacks mini methi mathri (35 grams x pack of 3),105 g,447591,No,,,120,6,720
01/04/2025,Pune,koregaon park,1396001,summer drinks and snacks,snacks and branded foods,snacks,jaldhara methi mathri summer snack ready to eat mathri snacks mini methi mathri (35 grams x pack of 3),105 g,447591,No,,,120,11,1320
01/04/2025,Jaipur,malviya nagar,1398003,summer drinks and snacks,snacks and branded foods,snacks,jaldhara methi mathri summer snack ready to eat mathri snacks mini methi mathri (35 grams x pack of 3),105 g,447591,No,,,120,6,720
01/04/2025,Kochi,kaloor,1404578,summer drinks and snacks,snacks and branded foods,snacks,jaldhara methi mathri summer snack ready to eat mathri snacks mini methi mathri (35 grams x pack of 3),105 g,447591,No,,,120,11,1320
01/04/2025,Mumbai,andheri west,1395000,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara premium kokum sharbat concentrate | authentic kokum sherbet for summer 450 g,450 g,507427,No,,,199,9,1791
01/04/2025,Noida,shalimar garden,1401468,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara premium kokum sharbat concentrate | authentic kokum sherbet for summer 450 g,450 g,507427,Yes,880235,1,199,7,1393
01/04/2025,Bhopal,mp nagar,1399345,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara premium kokum sharbat concentrate | authentic kokum sherbet for summer 450 g,450 g,507427,No,,,199,12,2388
01/04/2025,Central Goa,calangute,1392082,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara premium kokum sharbat concentrate | authentic kokum sherbet for summer 450 g,450 g,507427,No,,,199,11,2189
01/04/2025,Kochi,kaloor,1404578,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara premium kokum sharbat concentrate | authentic kokum sherbet for summer 450 g,450 g,507427,No,,,199,10,1990
01/04/2025,Pune,koregaon park,1396001,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara premium kokum sharbat concentrate | authentic kokum sherbet for summer 450 g,450 g,507427,Yes,12312,1,199,6,1194
01/04/2025,Faridabad,nit,1393826,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara premium kokum sharbat concentrate | authentic kokum sherbet for summer 450 g,450 g,507427,Yes,89043,1,199,10,1990
01/04/2025,Gurgaon,dlf phase 4,762551,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara premium kokum sharbat concentrate | authentic kokum sherbet for summer 450 g,450 g,507427,No,,,199,18,3582
01/04/2025,Chennai,royapettah,1400603,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara premium kokum sharbat concentrate | authentic kokum sherbet for summer 450 g,450 g,507427,No,,,199,12,2388
01/04/2025,Ahmedabad,sg highway,1401006,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara premium kokum sharbat concentrate | authentic kokum sherbet for summer 450 g,450 g,507427,No,,,199,6,1194
01/04/2025,Lucknow,hazratganj,1399004,summer drinks and snacks,instant drink mixes,drink mixes,jaldhara premium kokum sharbat concentrate | authentic kokum sherbet for summer 450 g,450 g,507427,No,,,199,3,597
01/04/2025,Kochi,kaloor,1404578,summer drinks and snacks,tea,drink mixes,jaldhara premium shikanji blend masala nimbu pani 100 g,100 g,976288,No,,,149,7,1043
01/04/2025,Agra,civil lines,1401076,summer drinks and snacks,tea,drink mixes,jaldhara premium shikanji blend masala nimbu pani 100 g,100 g,976288,No,,,149,8,1192
01/04/2025,Noida,shalimar garden,1401468,summer drinks and snacks,tea,drink mixes,jaldhara premium shikanji blend masala nimbu pani 100 g,100 g,976288,No,,,149,2,298
01/04/2025,Chennai,royapettah,1400603,summer drinks and snacks,tea,drink mixes,jaldhara premium shikanji blend masala nimbu pani 100 g,100 g,976288,No,,,149,12,1788
01/04/2025,Chennai,avadi,1401467,summer drinks and snacks,tea,drink mixes,jaldhara premium shikanji blend masala nimbu pani 100 g,100 g,976288,No,,,149,12,1788
01/04/2025,Mumbai,andheri west,1395000,summer drinks and snacks,tea,drink mixes,jaldhara premium shikanji blend masala nimbu pani 100 g,100 g,976288,Yes,880235,1,149,10,1490
01/04/2025,Gurgaon,jalvayu towers,1402609,summer drinks and snacks,tea,drink mixes,jaldhara premium shikanji blend masala nimbu pani 100 g,100 g,976288,No,,,149,18,2682
01/04/2025,Lucknow,hazratganj,1399004,summer drinks and snacks,tea,drink mixes,jaldhara premium shikanji blend masala nimbu pani 100 g,100 g,976288,No,,,149,6,894
01/04/2025,Bengaluru,koramangala,1397002,summer drinks and snacks,tea,drink mixes,jaldhara premium shikanji blend masala nimbu pani 100 g,100 g,976288,No,,,149,13,1937
01/04/2025,Chandigarh,south mohali,1403831,summer drinks and snacks,green tea and herbal tea,tea bags,jaldhara hibiscus cooler herbal drink bags 25 pyramid bags whole leaf 100% organic 50 g,50 g,437098,Yes,89043,1,179,8,1432
01/04/2025,Chennai,avadi,1401467,summer drinks and snacks,green tea and herbal tea,tea bags,jaldhara hibiscus cooler herbal drink bags 25 pyramid bags whole leaf 100% organic 50 g,50 g,437098,No,,,179,17,3043
01/04/2025,Central Goa,calangute,1392082,summer drinks and snacks,green tea and herbal tea,tea bags,jaldhara hibiscus cooler herbal drink bags 25 pyramid bags whole leaf 100% organic 50 g,50 g,437098,No,,,179,7,1253
01/04/2025,Hyderabad,madhapur,737088,summer drinks and snacks,green tea and herbal tea,tea bags,jaldhara hibiscus cooler herbal drink bags 25 pyramid bags whole leaf 100% organic 50 g,50 g,437098,Yes,743563,1,179,13,2327
01/04/2025,Faridabad,nit,1393826,summer drinks and snacks,green tea and herbal tea,tea bags,jaldhara hibiscus cooler herbal drink bags 25 pyramid bags whole leaf 100% organic 50 g,50 g,437098,No,,,179,4,716
01/04/2025,Delhi,dwarka 2,1401649,summer drinks and snacks,green tea and herbal tea,tea bags,jaldhara hibiscus cooler herbal drink bags 25 pyramid bags whole leaf 100% organic 50 g,50 g,437098,Yes,12312,1,179,16,2864
01/04/2025,Bhopal,mp nagar,1399345,summer drinks and snacks,green tea and herbal tea,tea bags,jaldhara hibiscus cooler herbal drink bags 25 pyramid bags whole leaf 100% organic 50 g,50 g,437098,No,,,179,6,1074
01/04/2025,Agra,civil lines,1401076,summer drinks and snacks,green tea and herbal tea,tea bags,jaldhara hibiscus cooler herbal drink bags 25 pyramid bags whole leaf 100% organic 50 g,50 g,437098,No,,,179,8,1432
01/04/2025,Kochi,kaloor,1404578,summer drinks and snacks,green tea and herbal tea,tea bags,jaldhara hibiscus cooler herbal drink bags 25 pyramid bags whole leaf 100% organic 50 g,50 g,437098,No,,,179,5,895
01/04/2025,Lucknow,hazratganj,1399004,summer drinks and snacks,green tea and herbal tea,tea bags,jaldhara hibiscus cooler herbal drink bags 25 pyramid bags whole leaf 100% organic 50 g,50 g,437098,No,,,179,7,1253
01/04/2025,Pune,koregaon park,1396001,summer drinks and snacks,green tea and herbal tea,tea bags,jaldhara hibiscus cooler herbal drink bags 25 pyramid bags whole leaf 100% organic 50 g,50 g,437098,No,,,179,7,1253
01/04/2025,Mumbai,andheri west,1395000,summer drinks and snacks,green tea and herbal tea,tea bags,jaldhara hibiscus cooler herbal drink bags 25 pyramid bags whole leaf 100% organic 50 g,50 g,437098,No,,,179,8,1432
01/04/2025,Kolkata,salt lake,1400005,summer drinks and snacks,green tea and herbal tea,tea bags,jaldhara hibiscus cooler herbal drink bags 25 pyramid bags whole leaf 100% organic 50 g,50 g,437098,No,,,179,15,2685
01/04/2025,Lucknow,hazratganj,1399004,summer drinks and snacks,snacks and branded foods,snacks,jaldhara bhakarwadi summer snack ready to eat bhakarwadi snacks mini bhakarwadi (35 grams x pack of 3),105 g,223006,Yes,89043,1,99,6,594
01/04/2025,Chandigarh,south mohali,1403831,summer drinks and snacks,snacks and branded foods,snacks,jaldhara bhakarwadi summer snack ready to eat bhakarwadi snacks mini bhakarwadi (35 grams x pack of 3),105 g,223006,Yes,53245,1,99,7,693
01/04/2025,Gurgaon,dlf phase 4,762551,summer drinks and snacks,snacks and branded foods,snacks,jaldhara bhakarwadi summer snack ready to eat bhakarwadi snacks mini bhakarwadi (35 grams x pack of 3),105 g,223006,No,,,99,13,1287
01/04/2025,Hyderabad,madhapur,737088,summer drinks and snacks,snacks and branded foods,snacks,jaldhara bhakarwadi summer snack ready to eat bhakarwadi snacks mini bhakarwadi (35 grams x pack of 3),105 g,223006,No,,,99,11,1089
01/04/2025,Gurgaon,jalvayu towers,1402609,summer drinks and snacks,snacks and branded foods,snacks,jaldhara bhakarwadi summer snack ready to eat bhakarwadi snacks mini bhakarwadi (35 grams x pack of 3),105 g,223006,No,,,99,13,1287
01/04/2025,Ahmedabad,sg highway,1401006,summer drinks and snacks,snacks and branded foods,snacks,jaldhara bhakarwadi summer snack ready to eat bhakarwadi snacks mini bhakarwadi (35 grams x pack of 3),105 g,223006,No,,,99,6,594
01/04/2025,Noida,shalimar garden,1401468,summer drinks and snacks,snacks and branded foods,snacks,jaldhara bhakarwadi summer snack ready to eat bhakarwadi snacks mini bhakarwadi (35 grams x pack of 3),105 g,223006,No,,,99,6,594
01/04/2025,Hyderabad,kharkhana & trimulgherry,1393828,summer drinks and snacks,snacks and branded foods,snacks,jaldhara bhakarwadi summer snack ready to eat bhakarwadi snacks mini bhakarwadi (35 grams x pack of 3),105 g,223006,Yes,12312,1,99,11,1089
01/04/2025,Chennai,royapettah,1400603,summer drinks and snacks,snacks and branded foods,snacks,jaldhara bhakarwadi summer snack ready to eat bhakarwadi snacks mini bhakarwadi (35 grams x pack of 3),105 g,223006,No,,,99,14,1386
01/04/2025,Pune,koregaon park,1396001,summer drinks and snacks,snacks and branded foods,snacks,jaldhara bhakarwadi summer snack ready to eat bhakarwadi snacks mini bhakarwadi (35 grams x pack of 3),105 g,223006,No,,,99,9,891
01/04/2025,Central Goa,calangute,1392082,summer drinks and snacks,snacks and branded foods,snacks,jaldhara bhakarwadi summer snack ready to eat bhakarwadi snacks mini bhakarwadi (35 grams x pack of 3),105 g,223006,No,,,99,5,495
01/04/2025,Agra,civil lines,1401076,summer drinks and snacks,snacks and branded foods,snacks,jaldhara bhakarwadi summer snack ready to eat bhakarwadi snacks mini bhakarwadi (35 grams x pack of 3),105 g,223006,No,,,99,4,396
